"","AREAYEAR","AREA","OCC_GROUP","YEAR","AREA_TITLE","TOT_EMP","AO_EMP","nat_growth","nat_share","loc_share","natl_shock_wt","true_growth","index_nsa"
"8370",338602021,33860,"Agriculture",2021,"Montgomery, AL",310,153880,-0.0436980065923717,0.00327252893764014,0.00201455679750455,-0.000143002991090726,-0.00805827746260959,169.5875
"8371",338602021,33860,"Public Sector & Education",2021,"Montgomery, AL",14540,153880,-0.0187419814472121,0.0978728561905339,0.0944892123732779,-0.00183433125490864,-0.00805827746260959,169.5875
"8372",338602021,33860,"Skilled Trades",2021,"Montgomery, AL",40840,153880,0.00741337255051196,0.251136294770014,0.265401611645438,0.0018617669140853,-0.00805827746260959,169.5875
"8373",338602021,33860,"Service Sector",2021,"Montgomery, AL",56470,153880,-0.0172770062185834,0.417005029998182,0.366974265661554,-0.00720459849645913,-0.00805827746260959,169.5875
"8374",338602021,33860,"STEM & Professions",2021,"Montgomery, AL",25690,153880,0.0325001978974751,0.14077934670626,0.166948271380296,0.00457535662783072,-0.00805827746260959,169.5875
"8375",338602021,33860,"Health Sector",2021,"Montgomery, AL",14230,153880,0.00956382752566145,0.0792679231561724,0.0924746555757733,0.000758104745383018,-0.00805827746260959,169.5875
"8376",338602021,33860,"Entertainment",2021,"Montgomery, AL",1790,153880,-0.0526360144953709,0.0107872250166657,0.0116324408630101,-0.000567796532342041,-0.00805827746260959,169.5875
"8377",338602022,33860,"STEM & Professions",2022,"Montgomery, AL",26750,157550,0.0662247524097581,0.14077934670626,0.169787369089178,0.00932307738002957,0.0239812829011503,195.52
"8378",338602022,33860,"Health Sector",2022,"Montgomery, AL",14670,157550,0.0238117521050894,0.0792679231561724,0.0931132973659156,0.00188750813608005,0.0239812829011503,195.52
"8379",338602022,33860,"Skilled Trades",2022,"Montgomery, AL",43130,157550,0.0545532311051754,0.251136294770014,0.273754363694065,0.013700296327486,0.0239812829011503,195.52
"8380",338602022,33860,"Agriculture",2022,"Montgomery, AL",290,157550,-0.00114893477333158,0.00327252893764014,0.00184068549666772,-0.00000375992229318862,0.0239812829011503,195.52
"8381",338602022,33860,"Entertainment",2022,"Montgomery, AL",1760,157550,0.0946765113294107,0.0107872250166657,0.0111710568073627,0.00102129683150325,0.0239812829011503,195.52
"8382",338602022,33860,"Public Sector & Education",2022,"Montgomery, AL",14610,157550,0.0281603793479505,0.0978728561905339,0.0927324658838464,0.00275613675819284,0.0239812829011503,195.52
"8383",338602022,33860,"Service Sector",2022,"Montgomery, AL",56350,157550,0.0339545750945277,0.417005029998182,0.357664233576642,0.0141592286058691,0.0239812829011503,195.52
"8384",338602023,33860,"Agriculture",2023,"Montgomery, AL",240,160840,-0.0637242013934534,0.00327252893764014,0.0014921661278289,-0.000208539293088085,0.0208174663620208,206.125
"8385",338602023,33860,"Public Sector & Education",2023,"Montgomery, AL",14420,160840,0.0325123686766651,0.0978728561905339,0.089654314847053,0.00318207838390487,0.0208174663620208,206.125
"8386",338602023,33860,"Service Sector",2023,"Montgomery, AL",56400,160840,0.0200442655873827,0.417005029998182,0.350659040039791,0.00835855957255805,0.0208174663620208,206.125
"8387",338602023,33860,"Skilled Trades",2023,"Montgomery, AL",44340,160840,0.0169721648638749,0.251136294770014,0.275677692116389,0.00426232659813935,0.0208174663620208,206.125
"8388",338602023,33860,"Health Sector",2023,"Montgomery, AL",15230,160840,0.0303740898501228,0.0792679231561724,0.0946903755284755,0.00240769102017821,0.0208174663620208,206.125
"8389",338602023,33860,"Entertainment",2023,"Montgomery, AL",2030,160840,0.0470634671867563,0.0107872250166657,0.0126212384978861,0.000507684210608001,0.0208174663620208,206.125
"8390",338602023,33860,"STEM & Professions",2023,"Montgomery, AL",28180,160840,0.0352124839005986,0.14077934670626,0.175205172842576,0.00495719047943097,0.0208174663620208,206.125
"8391",340602016,34060,"Skilled Trades",2016,"Morgantown, WV",12900,64010,NA,0.201531010779566,0.201531010779566,NA,NA,203.025
"8392",340602016,34060,"Public Sector & Education",2016,"Morgantown, WV",7830,64010,NA,0.122324636775504,0.122324636775504,NA,NA,203.025
"8393",340602016,34060,"Agriculture",2016,"Morgantown, WV",100,64010,NA,0.00156225589751601,0.00156225589751601,NA,NA,203.025
"8394",340602016,34060,"Entertainment",2016,"Morgantown, WV",590,64010,NA,0.00921730979534448,0.00921730979534448,NA,NA,203.025
"8395",340602016,34060,"Service Sector",2016,"Morgantown, WV",24380,64010,NA,0.380877987814404,0.380877987814404,NA,NA,203.025
"8396",340602016,34060,"STEM & Professions",2016,"Morgantown, WV",8820,64010,NA,0.137790970160912,0.137790970160912,NA,NA,203.025
"8397",340602016,34060,"Health Sector",2016,"Morgantown, WV",6970,64010,NA,0.108889236056866,0.108889236056866,NA,NA,203.025
"8398",340602017,34060,"Service Sector",2017,"Morgantown, WV",25200,64520,0.0128548052534285,0.380877987814404,0.390576565406076,0.00489611235867187,0.0475726578990096,207.0275
"8399",340602017,34060,"Health Sector",2017,"Morgantown, WV",9490,64520,0.0207224566218244,0.108889236056866,0.14708617482951,0.002256452470772,0.0475726578990096,207.0275
"8400",340602017,34060,"STEM & Professions",2017,"Morgantown, WV",10410,64520,0.0229425616055889,0.137790970160912,0.161345319280843,0.00316127782161059,0.0475726578990096,207.0275
"8401",340602017,34060,"Skilled Trades",2017,"Morgantown, WV",11340,64520,0.00866715011657236,0.201531010779566,0.175759454432734,0.00174669952357106,0.0475726578990096,207.0275
"8402",340602017,34060,"Entertainment",2017,"Morgantown, WV",490,64520,0.0226264950504542,0.00921730979534448,0.00759454432734036,0.000208555414462865,0.0475726578990096,207.0275
"8403",340602017,34060,"Agriculture",2017,"Morgantown, WV",100,64520,0.0310994730546665,0.00156225589751601,0.00154990700557967,0.0000485853351892931,0.0475726578990096,207.0275
"8404",340602017,34060,"Public Sector & Education",2017,"Morgantown, WV",7490,64520,0.0158166487129007,0.122324636775504,0.116088034717917,0.00193476580881132,0.0475726578990096,207.0275
"8405",340602018,34060,"Service Sector",2018,"Morgantown, WV",24960,66230,0.00772362603218774,0.380877987814404,0.376868488600332,0.00294175914177062,0.0268133911965282,210.44
"8406",340602018,34060,"STEM & Professions",2018,"Morgantown, WV",10260,66230,0.0317612044610044,0.137790970160912,0.15491469122754,0.00437640717616089,0.0268133911965282,210.44
"8407",340602018,34060,"Entertainment",2018,"Morgantown, WV",510,66230,0.0287237782725888,0.00921730979534448,0.00770043786803563,0.000264755962831235,0.0268133911965282,210.44
"8408",340602018,34060,"Skilled Trades",2018,"Morgantown, WV",11760,66230,0.0301776437171053,0.201531010779566,0.177563037898233,0.00608173104125385,0.0268133911965282,210.44
"8409",340602018,34060,"Health Sector",2018,"Morgantown, WV",10590,66230,0.0125419517764624,0.108889236056866,0.159897327495093,0.00136568354760105,0.0268133911965282,210.44
"8410",340602018,34060,"Public Sector & Education",2018,"Morgantown, WV",8090,66230,0.01193265756871,0.122324636775504,0.122150083043938,0.00145965800285892,0.0268133911965282,210.44
"8411",340602018,34060,"Agriculture",2018,"Morgantown, WV",80,66230,0.0040131682081831,0.00156225589751601,0.00120791182243696,0.00000626959570095782,0.0268133911965282,210.44
"8412",340602019,34060,"Agriculture",2019,"Morgantown, WV",90,65370,0.00215470130843456,0.00156225589751601,0.00137677833868747,0.00000336619482648737,-0.0135849056603774,218.445
"8413",340602019,34060,"Public Sector & Education",2019,"Morgantown, WV",8090,65370,0.0174855599946808,0.122324636775504,0.123757075110907,0.0021389147751656,-0.0135849056603774,218.445
"8414",340602019,34060,"Health Sector",2019,"Morgantown, WV",11430,65370,0.185588053275097,0.108889236056866,0.174850849013309,0.0202085413424063,-0.0135849056603774,218.445
"8415",340602019,34060,"Service Sector",2019,"Morgantown, WV",23120,65370,-0.0713622426516318,0.380877987814404,0.353679057671715,-0.0271803073870767,-0.0135849056603774,218.445
"8416",340602019,34060,"Entertainment",2019,"Morgantown, WV",510,65370,0.0248459233774963,0.00921730979534448,0.007801743919229,0.000229012572921775,-0.0135849056603774,218.445
"8417",340602019,34060,"STEM & Professions",2019,"Morgantown, WV",9760,65370,0.0517212182193637,0.137790970160912,0.149303962062108,0.00712671683635038,-0.0135849056603774,218.445
"8418",340602019,34060,"Skilled Trades",2019,"Morgantown, WV",12350,65370,0.0939050671882357,0.201531010779566,0.188924583142114,0.0189247831077682,-0.0135849056603774,218.445
"8419",340602020,34060,"Agriculture",2020,"Morgantown, WV",100,62010,-0.00738501807304001,0.00156225589751601,0.00161264312207708,-0.0000115372880378691,-0.0508033664881408,221.725
"8420",340602020,34060,"Public Sector & Education",2020,"Morgantown, WV",7860,62010,-0.0388805625599318,0.122324636775504,0.126753749395259,-0.00475605069277091,-0.0508033664881408,221.725
"8421",340602020,34060,"Service Sector",2020,"Morgantown, WV",20640,62010,-0.091484161119391,0.380877987814404,0.33284954039671,-0.0348443032040424,-0.0508033664881408,221.725
"8422",340602020,34060,"Entertainment",2020,"Morgantown, WV",510,62010,-0.0767101665147507,0.00921730979534448,0.00822447992259313,-0.000707061369218917,-0.0508033664881408,221.725
"8423",340602020,34060,"Skilled Trades",2020,"Morgantown, WV",11280,62010,-0.036701549289862,0.201531010779566,0.181906144170295,-0.00739650032556194,-0.0508033664881408,221.725
"8424",340602020,34060,"Health Sector",2020,"Morgantown, WV",11440,62010,-0.00306783379536175,0.108889236056866,0.184486373165618,-0.000334054078326377,-0.0508033664881408,221.725
"8425",340602020,34060,"STEM & Professions",2020,"Morgantown, WV",10200,62010,0.0071636205321167,0.137790970160912,0.164489598451863,0.000987082222984992,-0.0508033664881408,221.725
"8426",340602021,34060,"Health Sector",2021,"Morgantown, WV",11580,62410,0.00956382752566145,0.108889236056866,0.185547187950649,0.0010413978730489,0.00580364339835563,239.02
"8427",340602021,34060,"Skilled Trades",2021,"Morgantown, WV",11620,62410,0.00741337255051196,0.201531010779566,0.186188110879667,0.00149402446339016,0.00580364339835563,239.02
"8428",340602021,34060,"Agriculture",2021,"Morgantown, WV",70,62410,-0.0436980065923717,0.00156225589751601,0.00112161512578112,-0.0000682674685086263,0.00580364339835563,239.02
"8429",340602021,34060,"Entertainment",2021,"Morgantown, WV",490,62410,-0.0526360144953709,0.00921730979534448,0.00785130588046787,-0.000485162451996076,0.00580364339835563,239.02
"8430",340602021,34060,"Service Sector",2021,"Morgantown, WV",20910,62410,-0.0172770062185834,0.380877987814404,0.335042461144047,-0.00658043136399098,0.00580364339835563,239.02
"8431",340602021,34060,"STEM & Professions",2021,"Morgantown, WV",9900,62410,0.0325001978974751,0.137790970160912,0.158628424931902,0.00447823379871474,0.00580364339835563,239.02
"8432",340602021,34060,"Public Sector & Education",2021,"Morgantown, WV",7820,62410,-0.0187419814472121,0.122324636775504,0.125300432622977,-0.00229260607298345,0.00580364339835563,239.02
"8433",340602022,34060,"Service Sector",2022,"Morgantown, WV",21380,64590,0.0339545750945277,0.380877987814404,0.331010992413686,0.0129325502390968,0.0352620612277609,271.9325
"8434",340602022,34060,"Public Sector & Education",2022,"Morgantown, WV",7210,64590,0.0281603793479505,0.122324636775504,0.111627186871033,0.00344470817519845,0.0352620612277609,271.9325
"8435",340602022,34060,"STEM & Professions",2022,"Morgantown, WV",10740,64590,0.0662247524097581,0.137790970160912,0.166279609846725,0.00912517288320678,0.0352620612277609,271.9325
"8436",340602022,34060,"Skilled Trades",2022,"Morgantown, WV",12140,64590,0.0545532311051754,0.201531010779566,0.187954791763431,0.0109941678059172,0.0352620612277609,271.9325
"8437",340602022,34060,"Entertainment",2022,"Morgantown, WV",570,64590,0.0946765113294107,0.00921730979534448,0.00882489549465862,0.00087266273526562,0.0352620612277609,271.9325
"8438",340602022,34060,"Agriculture",2022,"Morgantown, WV",80,64590,-0.00114893477333158,0.00156225589751601,0.00123858182381174,-0.00000179493012549849,0.0352620612277609,271.9325
"8439",340602022,34060,"Health Sector",2022,"Morgantown, WV",12470,64590,0.0238117521050894,0.108889236056866,0.193063941786654,0.00259284349589866,0.0352620612277609,271.9325
"8440",340602023,34060,"Public Sector & Education",2023,"Morgantown, WV",7490,65310,0.0325123686766651,0.122324636775504,0.114683815648446,0.00397706368908433,0.0109924136863292,278.2925
"8441",340602023,34060,"Agriculture",2023,"Morgantown, WV",80,65310,-0.0637242013934534,0.00156225589751601,0.00122492726994335,-0.0000995535094414207,0.0109924136863292,278.2925
"8442",340602023,34060,"Health Sector",2023,"Morgantown, WV",13180,65310,0.0303740898501228,0.108889236056866,0.201806767723166,0.00330741143970249,0.0109924136863292,278.2925
"8443",340602023,34060,"Service Sector",2023,"Morgantown, WV",21430,65310,0.0200442655873827,0.380877987814404,0.328127392436074,0.00763441954413982,0.0109924136863292,278.2925
"8444",340602023,34060,"Skilled Trades",2023,"Morgantown, WV",11390,65310,0.0169721648638749,0.201531010779566,0.174399020058184,0.00342041754013413,0.0109924136863292,278.2925
"8445",340602023,34060,"STEM & Professions",2023,"Morgantown, WV",11120,65310,0.0352124839005986,0.137790970160912,0.170264890522125,0.00485196231843898,0.0109924136863292,278.2925
"8446",340602023,34060,"Entertainment",2023,"Morgantown, WV",610,65310,0.0470634671867563,0.00921730979534448,0.00934007043331802,0.000433798557103362,0.0109924136863292,278.2925
"8447",345802016,34580,"STEM & Professions",2016,"Mount Vernon-Anacortes, WA",5340,44720,NA,0.119409660107335,0.119409660107335,NA,NA,210.3775
"8448",345802016,34580,"Health Sector",2016,"Mount Vernon-Anacortes, WA",3690,44720,NA,0.0825134168157424,0.0825134168157424,NA,NA,210.3775
"8449",345802016,34580,"Skilled Trades",2016,"Mount Vernon-Anacortes, WA",11360,44720,NA,0.254025044722719,0.254025044722719,NA,NA,210.3775
"8450",345802016,34580,"Agriculture",2016,"Mount Vernon-Anacortes, WA",270,44720,NA,0.00603756708407871,0.00603756708407871,NA,NA,210.3775
"8451",345802016,34580,"Service Sector",2016,"Mount Vernon-Anacortes, WA",19100,44720,NA,0.427101967799642,0.427101967799642,NA,NA,210.3775
"8452",345802016,34580,"Entertainment",2016,"Mount Vernon-Anacortes, WA",580,44720,NA,0.0129695885509839,0.0129695885509839,NA,NA,210.3775
"8453",345802016,34580,"Public Sector & Education",2016,"Mount Vernon-Anacortes, WA",4420,44720,NA,0.0988372093023256,0.0988372093023256,NA,NA,210.3775
"8454",345802017,34580,"Public Sector & Education",2017,"Mount Vernon-Anacortes, WA",4450,46650,0.0158166487129007,0.0988372093023256,0.0953912111468382,0.00156327341929833,0.0420017873100983,231.8
"8455",345802017,34580,"Health Sector",2017,"Mount Vernon-Anacortes, WA",3740,46650,0.0207224566218244,0.0825134168157424,0.0801714898177921,0.00170988070068274,0.0420017873100983,231.8
"8456",345802017,34580,"Agriculture",2017,"Mount Vernon-Anacortes, WA",300,46650,0.0310994730546665,0.00603756708407871,0.00643086816720257,0.000187765154847048,0.0420017873100983,231.8
"8457",345802017,34580,"Entertainment",2017,"Mount Vernon-Anacortes, WA",480,46650,0.0226264950504542,0.0129695885509839,0.0102893890675241,0.000293456331155265,0.0420017873100983,231.8
"8458",345802017,34580,"STEM & Professions",2017,"Mount Vernon-Anacortes, WA",5840,46650,0.0229425616055889,0.119409660107335,0.12518756698821,0.00273956348331495,0.0420017873100983,231.8
"8459",345802017,34580,"Service Sector",2017,"Mount Vernon-Anacortes, WA",19630,46650,0.0128548052534285,0.427101967799642,0.420793140407288,0.00549031261942048,0.0420017873100983,231.8
"8460",345802017,34580,"Skilled Trades",2017,"Mount Vernon-Anacortes, WA",12200,46650,0.00866715011657236,0.254025044722719,0.261521972132905,0.00220167319598081,0.0420017873100983,231.8
"8461",345802018,34580,"Health Sector",2018,"Mount Vernon-Anacortes, WA",3980,47530,0.0125419517764624,0.0825134168157424,0.0837365874184725,0.00103487929461418,0.0186535162950257,255.7725
"8462",345802018,34580,"Skilled Trades",2018,"Mount Vernon-Anacortes, WA",12290,47530,0.0301776437171053,0.254025044722719,0.258573532505786,0.00766587729486397,0.0186535162950257,255.7725
"8463",345802018,34580,"Agriculture",2018,"Mount Vernon-Anacortes, WA",370,47530,0.0040131682081831,0.00603756708407871,0.0077845571218178,0.0000242297722765974,0.0186535162950257,255.7725
"8464",345802018,34580,"Public Sector & Education",2018,"Mount Vernon-Anacortes, WA",4430,47530,0.01193265756871,0.0988372093023256,0.0932042920260888,0.00117939057365157,0.0186535162950257,255.7725
"8465",345802018,34580,"Service Sector",2018,"Mount Vernon-Anacortes, WA",20090,47530,0.00772362603218774,0.427101967799642,0.422680412371134,0.00329877587689593,0.0186535162950257,255.7725
"8466",345802018,34580,"STEM & Professions",2018,"Mount Vernon-Anacortes, WA",5880,47530,0.0317612044610044,0.119409660107335,0.123711340206186,0.00379259462928809,0.0186535162950257,255.7725
"8467",345802018,34580,"Entertainment",2018,"Mount Vernon-Anacortes, WA",470,47530,0.0287237782725888,0.0129695885509839,0.00988849147906585,0.000372535585825167,0.0186535162950257,255.7725
"8468",345802019,34580,"Agriculture",2019,"Mount Vernon-Anacortes, WA",350,50000,0.00215470130843456,0.00603756708407871,0.007,0.0000130091536958258,0.0530414649547464,274.15
"8469",345802019,34580,"Entertainment",2019,"Mount Vernon-Anacortes, WA",430,50000,0.0248459233774963,0.0129695885509839,0.0086,0.000322241403375399,0.0530414649547464,274.15
"8470",345802019,34580,"Public Sector & Education",2019,"Mount Vernon-Anacortes, WA",4880,50000,0.0174855599946808,0.0988372093023256,0.0976,0.00172822395296263,0.0530414649547464,274.15
"8471",345802019,34580,"Skilled Trades",2019,"Mount Vernon-Anacortes, WA",13760,50000,0.0939050671882357,0.254025044722719,0.2752,0.0238542388921815,0.0530414649547464,274.15
"8472",345802019,34580,"Health Sector",2019,"Mount Vernon-Anacortes, WA",4850,50000,0.185588053275097,0.0825134168157424,0.097,0.0153135043959103,0.0530414649547464,274.15
"8473",345802019,34580,"STEM & Professions",2019,"Mount Vernon-Anacortes, WA",6260,50000,0.0517212182193637,0.119409660107335,0.1252,0.00617601308791149,0.0530414649547464,274.15
"8474",345802019,34580,"Service Sector",2019,"Mount Vernon-Anacortes, WA",19500,50000,-0.0713622426516318,0.427101967799642,0.39,-0.0304789542631075,0.0530414649547464,274.15
"8475",345802020,34580,"Health Sector",2020,"Mount Vernon-Anacortes, WA",5310,46050,-0.00306783379536175,0.0825134168157424,0.115309446254072,-0.000253137448678105,-0.0799520287827304,294.775
"8476",345802020,34580,"STEM & Professions",2020,"Mount Vernon-Anacortes, WA",6210,46050,0.0071636205321167,0.119409660107335,0.13485342019544,0.000855405492877978,-0.0799520287827304,294.775
"8477",345802020,34580,"Service Sector",2020,"Mount Vernon-Anacortes, WA",17160,46050,-0.091484161119391,0.427101967799642,0.372638436482085,-0.0390730652365914,-0.0799520287827304,294.775
"8478",345802020,34580,"Public Sector & Education",2020,"Mount Vernon-Anacortes, WA",4470,46050,-0.0388805625599318,0.0988372093023256,0.0970684039087948,-0.00384284629952814,-0.0799520287827304,294.775
"8479",345802020,34580,"Skilled Trades",2020,"Mount Vernon-Anacortes, WA",12140,46050,-0.036701549289862,0.254025044722719,0.263626492942454,-0.00932311269975028,-0.0799520287827304,294.775
"8480",345802020,34580,"Entertainment",2020,"Mount Vernon-Anacortes, WA",390,46050,-0.0767101665147507,0.0129695885509839,0.00846905537459283,-0.000994899297373779,-0.0799520287827304,294.775
"8481",345802020,34580,"Agriculture",2020,"Mount Vernon-Anacortes, WA",350,46050,-0.00738501807304001,0.00603756708407871,0.00760043431053203,-0.0000445875420331128,-0.0799520287827304,294.775
"8482",345802021,34580,"Health Sector",2021,"Mount Vernon-Anacortes, WA",4740,47090,0.00956382752566145,0.0825134168157424,0.100658313867063,0.000789144086978774,0.0228112100803824,345.2175
"8483",345802021,34580,"Agriculture",2021,"Mount Vernon-Anacortes, WA",260,47090,-0.0436980065923717,0.00603756708407871,0.00552134211085156,-0.000263829646241958,0.0228112100803824,345.2175
"8484",345802021,34580,"STEM & Professions",2021,"Mount Vernon-Anacortes, WA",6370,47090,0.0325001978974751,0.119409660107335,0.135272881715863,0.00388083758435861,0.0228112100803824,345.2175
"8485",345802021,34580,"Service Sector",2021,"Mount Vernon-Anacortes, WA",17200,47090,-0.0172770062185834,0.427101967799642,0.365258016564026,-0.00737904335364361,0.0228112100803824,345.2175
"8486",345802021,34580,"Entertainment",2021,"Mount Vernon-Anacortes, WA",380,47090,-0.0526360144953709,0.0129695885509839,0.00806965385432151,-0.000682667450968585,0.0228112100803824,345.2175
"8487",345802021,34580,"Public Sector & Education",2021,"Mount Vernon-Anacortes, WA",4760,47090,-0.0187419814472121,0.0988372093023256,0.101083032490975,-0.0018524051430384,0.0228112100803824,345.2175
"8488",345802021,34580,"Skilled Trades",2021,"Mount Vernon-Anacortes, WA",13370,47090,0.00741337255051196,0.254025044722719,0.283924400084944,0.00188318229368998,0.0228112100803824,345.2175
"8489",345802022,34580,"STEM & Professions",2022,"Mount Vernon-Anacortes, WA",6770,49290,0.0662247524097581,0.119409660107335,0.137350375329681,0.0079078751759416,0.0471537807986406,407.0425
"8490",345802022,34580,"Health Sector",2022,"Mount Vernon-Anacortes, WA",5140,49290,0.0238117521050894,0.0825134168157424,0.104280787177927,0.00196478902656037,0.0471537807986406,407.0425
"8491",345802022,34580,"Service Sector",2022,"Mount Vernon-Anacortes, WA",17590,49290,0.0339545750945277,0.427101967799642,0.356867518766484,0.0145020658386735,0.0471537807986406,407.0425
"8492",345802022,34580,"Entertainment",2022,"Mount Vernon-Anacortes, WA",370,49290,0.0946765113294107,0.0129695885509839,0.00750659362953946,0.00122791539738502,0.0471537807986406,407.0425
"8493",345802022,34580,"Public Sector & Education",2022,"Mount Vernon-Anacortes, WA",5230,49290,0.0281603793479505,0.0988372093023256,0.106106715358085,0.00278329330764627,0.0471537807986406,407.0425
"8494",345802022,34580,"Skilled Trades",2022,"Mount Vernon-Anacortes, WA",13950,49290,0.0545532311051754,0.254025044722719,0.283018867924528,0.013857886971261,0.0471537807986406,407.0425
"8495",345802022,34580,"Agriculture",2022,"Mount Vernon-Anacortes, WA",250,49290,-0.00114893477333158,0.00603756708407871,0.0050720227226618,-0.0000069367707692202,0.0471537807986406,407.0425
"8496",345802023,34580,"Health Sector",2023,"Mount Vernon-Anacortes, WA",5140,49990,0.0303740898501228,0.0825134168157424,0.102820564112823,0.002506269936202,0.0137931034482759,413.1875
"8497",345802023,34580,"Agriculture",2023,"Mount Vernon-Anacortes, WA",260,49990,-0.0637242013934534,0.00603756708407871,0.00520104020804161,-0.000384739140792317,0.0137931034482759,413.1875
"8498",345802023,34580,"STEM & Professions",2023,"Mount Vernon-Anacortes, WA",7150,49990,0.0352124839005986,0.119409660107335,0.143028605721144,0.00420471073410547,0.0137931034482759,413.1875
"8499",345802023,34580,"Skilled Trades",2023,"Mount Vernon-Anacortes, WA",14020,49990,0.0169721648638749,0.254025044722719,0.280456091218244,0.00431135493858718,0.0137931034482759,413.1875
"8500",345802023,34580,"Public Sector & Education",2023,"Mount Vernon-Anacortes, WA",5440,49990,0.0325123686766651,0.0988372093023256,0.108821764352871,0.00321343178780993,0.0137931034482759,413.1875
"8501",345802023,34580,"Service Sector",2023,"Mount Vernon-Anacortes, WA",17620,49990,0.0200442655873827,0.427101967799642,0.35247049409882,0.0085609452754698,0.0137931034482759,413.1875
"8502",345802023,34580,"Entertainment",2023,"Mount Vernon-Anacortes, WA",350,49990,0.0470634671867563,0.0129695885509839,0.00700140028005601,0.000610393805194961,0.0137931034482759,413.1875
"8503",349002016,34900,"Skilled Trades",2016,"Napa, CA",13730,70770,NA,0.194008760774339,0.194008760774339,NA,NA,294.1625
"8504",349002016,34900,"STEM & Professions",2016,"Napa, CA",8950,70770,NA,0.126466016673732,0.126466016673732,NA,NA,294.1625
"8505",349002016,34900,"Agriculture",2016,"Napa, CA",2770,70770,NA,0.0391408789034902,0.0391408789034902,NA,NA,294.1625
"8506",349002016,34900,"Public Sector & Education",2016,"Napa, CA",6000,70770,NA,0.0847816871555744,0.0847816871555744,NA,NA,294.1625
"8507",349002016,34900,"Health Sector",2016,"Napa, CA",6040,70770,NA,0.0853468984032782,0.0853468984032782,NA,NA,294.1625
"8508",349002016,34900,"Service Sector",2016,"Napa, CA",32820,70770,NA,0.463755828740992,0.463755828740992,NA,NA,294.1625
"8509",349002016,34900,"Entertainment",2016,"Napa, CA",460,70770,NA,0.00649992934859404,0.00649992934859404,NA,NA,294.1625
"8510",349002017,34900,"Service Sector",2017,"Napa, CA",34140,72870,0.0128548052534285,0.463755828740992,0.468505557842734,0.00596149086360778,0.029814893316377,313.52
"8511",349002017,34900,"Agriculture",2017,"Napa, CA",2940,72870,0.0310994730546665,0.0391408789034902,0.0403458213256484,0.00121726070879506,0.029814893316377,313.52
"8512",349002017,34900,"Health Sector",2017,"Napa, CA",5900,72870,0.0207224566218244,0.0853468984032782,0.0809661040208591,0.00176859739996919,0.029814893316377,313.52
"8513",349002017,34900,"STEM & Professions",2017,"Napa, CA",9510,72870,0.0229425616055889,0.126466016673732,0.130506381226842,0.00290145437855052,0.029814893316377,313.52
"8514",349002017,34900,"Public Sector & Education",2017,"Napa, CA",6480,72870,0.0158166487129007,0.0847816871555744,0.0889254837381638,0.00134096216302677,0.029814893316377,313.52
"8515",349002017,34900,"Entertainment",2017,"Napa, CA",500,72870,0.0226264950504542,0.00649992934859404,0.00686153423905585,0.000147070619234265,0.029814893316377,313.52
"8516",349002017,34900,"Skilled Trades",2017,"Napa, CA",13410,72870,0.00866715011657236,0.194008760774339,0.184026348291478,0.00168150305356138,0.029814893316377,313.52
"8517",349002018,34900,"Health Sector",2018,"Napa, CA",6620,75510,0.0125419517764624,0.0853468984032782,0.0876705072175871,0.00107041668404455,0.0363611416026345,329.1425
"8518",349002018,34900,"Skilled Trades",2018,"Napa, CA",13260,75510,0.0301776437171053,0.194008760774339,0.175605880015892,0.00585472726064513,0.0363611416026345,329.1425
"8519",349002018,34900,"STEM & Professions",2018,"Napa, CA",9880,75510,0.0317612044610044,0.126466016673732,0.130843596874586,0.00401671301294319,0.0363611416026345,329.1425
"8520",349002018,34900,"Agriculture",2018,"Napa, CA",3380,75510,0.0040131682081831,0.0391408789034902,0.0447622831413058,0.000157078930855831,0.0363611416026345,329.1425
"8521",349002018,34900,"Entertainment",2018,"Napa, CA",460,75510,0.0287237782725888,0.00649992934859404,0.00609190835650907,0.000186702529396507,0.0363611416026345,329.1425
"8522",349002018,34900,"Public Sector & Education",2018,"Napa, CA",6270,75510,0.01193265756871,0.0847816871555744,0.0830353595550258,0.00101167084092497,0.0363611416026345,329.1425
"8523",349002018,34900,"Service Sector",2018,"Napa, CA",35660,75510,0.00772362603218774,0.463755828740992,0.472255330419812,0.00358187659144273,0.0363611416026345,329.1425
"8524",349002019,34900,"STEM & Professions",2019,"Napa, CA",9990,77290,0.0517212182193637,0.126466016673732,0.129253460991073,0.00654097644571577,0.0234343969283728,337.4375
"8525",349002019,34900,"Skilled Trades",2019,"Napa, CA",15700,77290,0.0939050671882357,0.194008760774339,0.203131064820805,0.0182184057156207,0.0234343969283728,337.4375
"8526",349002019,34900,"Agriculture",2019,"Napa, CA",3590,77290,0.00215470130843456,0.0391408789034902,0.0464484409367318,0.0000843369029866291,0.0234343969283728,337.4375
"8527",349002019,34900,"Health Sector",2019,"Napa, CA",8810,77290,0.185588053275097,0.0853468984032782,0.113986285418554,0.0158393647277319,0.0234343969283728,337.4375
"8528",349002019,34900,"Public Sector & Education",2019,"Napa, CA",6670,77290,0.0174855599946808,0.0847816871555744,0.0862983568378833,0.00148245527720905,0.0234343969283728,337.4375
"8529",349002019,34900,"Entertainment",2019,"Napa, CA",490,77290,0.0248459233774963,0.00649992934859404,0.00633975934791047,0.000161496746554307,0.0234343969283728,337.4375
